,Timestamp,I agree to these terms and conditions,Role,Training,Location,Work description,Level of computational skills,Comfort in developing computational skills,Approach to solutions,Frequency of script usage,Best practices articles,Written tutorials,Video tutorial,Interactive webinar,Office hours,One day seminar,Multiday workshop,Image analysis theory,Image analysis practices,Topics related to sub discipline,Specific software tool,Deep learning for image analysis,Analyzing large images,Visualization of results,Microscopy for life sciences physical sciences,Commonly used image analysis tools,Most used image analysis tools,Brightfield/DIC/phase-contrast manually acquired,Brightfield/DIC/phase-contrast automated,Fluorescent images manually acquired,Fluorescent images automated,Histological tissue sections,Electron microscopy,Imaging mass spectrometry,Imaging flow cytometry,Superresolution (PALM/STORM),Autofluorescence imaging (ie FLIM),Other,Well solved image analysis problems,Image analysis problems which needs better solutions,What image analysis tools have you used before? (check all that apply).1,What image analysis tools do you use the most?.1,Optical microscopy/DIC/fractography,Scanning electron microscopy,Transmission electron microscopy,Spectroscopy/diffractive imaging in the SEM/TEM,Imaging with mass spectrometry,X-ray microscopy,Atomic force microscopy,Fluorescence microscopy,Other,Well solved image analysis problems-physical sciences,Image analysis problems which needs better solutions physical sciences,hear about this survey,Previous experience,Number of conferences/workshops attended,Notification of image analysis workshop,Experience with previous workshops/conferences,Recommended conferences/workshops,Topics of interest,Creators role,Users role,Other thoughts,Subscription,Imaging,Balanced,Analyst,Work type,Knowledge of computational skills,Comfort
217,5/18/2022 10:42,Yes,Facility staff,"Physics/Biophysics, Cell/Molecular Biology, Developmental Biology",Europe,3.0,4.0,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Ask on forum.image.sc, Look up solutions generally on the internet (Google)",Most of the time,Not at all preferable,Very preferable,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Moderately interested,Very interested,Very interested,Moderately interested,Somewhat interested,Very interested,Very interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,3D + time,"2D, 3D + time",,,,,,,,"finding nuclei, localiying dots","time point alignement down to the pixel. More than an analysis problem, installation of tools is a huge issue. Depending on your OS you need different versions, different libraries. It is so painful for people not well versed in command line/bash/python... An a real issue for tool propagation",,,,,,,,,,,,,,Postings on image.sc forum or microforum,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Some,My local microscopy facility,"When the tutorial had a pdf or slides we could follow, we were shown a few steps, then did them in small beakout rooms with a helper, and back and forth like this between the main session and the little breakout groups where we could share our screen if there were issues","Yes, ELMI",all of it. How toos are particularly useful,"Package things so that the installation is easier, document tools with users in mind (not other developers) ",give feedback to creators on what the major hurdles are and why some tools are not used,,Yes,False,True,False,Balanced,Medium skill,Medium comfort
218,5/18/2022 11:19,Yes,Facility staff,"Physics/Biophysics, Chemistry/Biochemistry, Statistics/Biostatistics, Computer science, Computer vision",Europe,3.0,7.0,7.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Often,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Very preferable,Very preferable,Somewhat preferable,Very interested,Moderately interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Physical Sciences,,,,,,,,,,,,,,,,"Commercial software that comes with my microscope (AutoMET, Gatan Digital Micrograph. Aztec, etc), Open source point-and-click software (ImageJ, FIJI, Gwyddion, etc), Computational libraries and scripts (python (scikit-image), MATLAB, etc)","Commercial software that comes with my microscope (AutoMET, Gatan Digital Micrograph. Aztec, etc)","2D, 2D + time","2D, 2D + time, 3D (<3000x3000x100)","2D, 2D + time, 3D (<3000x3000x100)","2D, 2D + time",,"2D, 3D (<3000x3000x100), 3D (large volume)","2D, 3D (<3000x3000x100)",,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",None,Email list,,,,,,,Yes,False,True,False,Balanced,High skill,High comfort
219,5/18/2022 11:28,Yes,Facility staff,"Chemistry/Biochemistry, Cell/Molecular Biology",Europe,1.0,4.0,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me",Never,Somewhat preferable,Moderately preferable,Moderately preferable,Moderately preferable,Very preferable,Very preferable,Very preferable,Somewhat interested,Very interested,Moderately interested,Very interested,Somewhat interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Commercial software that comes with my microscope (ie Columbus, Elements, Softworx, etc)",2D,"2D, 2D + time","2D, 3D (<3000x3000x100)","2D, 3D (<3000x3000x100)",2D,2D,,,,,,"Finding cells, tracking cell nuclei over time, counting nuclei","Analysis of super-resolution images,  Analysis of 3D brightfield images, manipulating large data sets including time-courses and large tiling experiements",,,,,,,,,,,,,,Email list,Conference session on imaging or image analysis,Few,Email list,None come to mind,MMC; ,"overviews, using specific tools for specific questions, how to choose the best software tool or package for your data. ",good user interface; easy to understand and logical protocols; online resources and help,engage more from the start of experiments. ,,No,True,False,False,Imaging,Medium skill,Medium comfort
220,5/18/2022 12:39,Yes,Research scientist,Cell/Molecular Biology,North America,4.0,3.0,3.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google)",Never,Very preferable,Very preferable,Very preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Somewhat interested,Very interested,Very interested,Very interested,Not at all interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,,2D,2D,,,,,,,,,analyzing multiple parameters in multiple images at the same time,,,,,,,,,,,,,,"My local microscopy facility, Email list",,,Email list,,,,,,,No,False,True,False,Balanced,Medium skill,Medium comfort
221,5/18/2022 14:27,Yes,Research scientist,"Cell/Molecular Biology, Developmental Biology",North America,1.0,2.0,2.0,Look up solutions generally on the internet (Google),Never,Somewhat preferable,Very preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Somewhat interested,Very interested,Very interested,Somewhat interested,Not at all interested,Very interested,Very interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,3D (<3000x3000x100),,,,,,,,,,,,,,,,,,,,,,,,Postings on image.sc forum or microforum,,None,Postings on image.sc forum or microforum,,,,,,,No,True,False,False,Imaging,Low skill,Low comfort
222,5/18/2022 15:04,Yes,Facility director,"Chemistry/Biochemistry, Cell/Molecular Biology",North America,4.0,5.0,5.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Sometimes,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Very preferable,Very preferable,Somewhat interested,Somewhat interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time","2D, 2D + time","2D, 3D (<3000x3000x100)","2D, 2D + time",2D,,,,,,,cell counting,3D and time,,,,,,,,,,,,,,"Postings on image.sc forum or microforum, slack","Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Email list,i2K,,Napari and pyhton,encourage with dedicated funding,,,Yes,False,True,False,Balanced,Medium skill,Medium comfort
223,5/18/2022 15:56,Yes,Research scientist,"Cell/Molecular Biology, Developmental Biology",North America,1.0,3.0,4.0,"Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Never,Very preferable,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Somewhat interested,Moderately interested,Moderately interested,Somewhat interested,Not at all interested,Somewhat interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",None,,,,,,,,,,,,DAPI staining,"Analysis of small organelles, dust in an expensive microscope ruining images, easier how-to for beginners. ",,,,,,,,,,,,,,Email list,,None,Email list,,,,,,,Yes,True,False,False,Imaging,Medium skill,Medium comfort
224,5/18/2022 16:07,Yes,Postdoctoral fellow,Cell/Molecular Biology,North America,2.0,5.0,6.0,"Ask a friend or colleague to help me, Look up solutions generally on the internet (Google)",Sometimes,Somewhat preferable,Very preferable,Moderately preferable,Not at all preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Somewhat interested,Moderately interested,Very interested,Moderately interested,Somewhat interested,Somewhat interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",3D (<3000x3000x100),,3D (<3000x3000x100),,,,,,,,,,,,,,,,,,,,,,,,My local microscopy facility,Workshop/tutorial on imaging or image analysis,Some,My local microscopy facility,,,,,,,No,True,False,False,Imaging,Medium skill,High comfort
225,5/18/2022 16:29,Yes,Principal investigator,"Chemistry/Biochemistry, Cell/Molecular Biology",Europe,3.0,2.0,2.0,"Ask a friend or colleague to help me, Look up solutions in the scientific literature",Never,Moderately preferable,Very preferable,Very preferable,Somewhat preferable,Very preferable,Moderately preferable,Moderately preferable,Not at all interested,Moderately interested,Very interested,Very interested,Somewhat interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,2D + time,3D (<3000x3000x100),2D + time,2D,,,,,,,,automated tracking of migrating cells,,,,,,,,,,,,,,My local microscopy facility,Workshop/tutorial on imaging or image analysis,None,My local microscopy facility,We had to solve a problem in the lab. Usually my postdocs or students do the actual analysis,this wasn't on offer at any meeting I've attended yet. ,analysis of chemotaxis and polarisation,publish open access papers,Really important - good facility staff should mention this during introduction to microscopy,,No,False,True,False,Balanced,Low skill,Low comfort
226,5/18/2022 17:03,Yes,Principal investigator,"Chemistry/Biochemistry, Cell/Molecular Biology",North America,7.0,3.0,2.0,Ask a friend or colleague to help me,Never,Somewhat preferable,Very preferable,Very preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Somewhat interested,Somewhat interested,Moderately interested,Moderately interested,Very interested,Very interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,2D,"2D, 2D + time, 3D (<3000x3000x100), 3D + time",,,2D,,,2D,2D,,"segmentation, finding nuclei, tracking cells (neutrophils). ",SPT and super-resolution ,,,,,,,,,,,,,,Twitter,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis",Few,Twitter,,,Napari and Python,,,,No,False,False,True,Analyst,Medium skill,Low comfort
227,5/18/2022 17:08,Yes,Research scientist,"Chemistry/Biochemistry, Cell/Molecular Biology, Developmental Biology, Computer vision",Europe,4.0,6.0,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Most of the time,Somewhat preferable,Very preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Moderately preferable,Very preferable,Moderately interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D + time,2D + time,2D + time,"2D + time, 3D + time",,,,,,,,Nuclei segmentation,Tissue analysis,,,,,,,,,,,,,,Twitter,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Some,Twitter,,,,,,,Yes,False,True,False,Balanced,High skill,Medium comfort
